資料年月,縣市,燃料別,車種類別,數量
202005,臺北市,汽油/LPG,大貨車,0
202005,臺北市,汽油/LPG,小客車,0
202005,臺北市,汽油/LPG,小貨車,0
202005,臺北市,汽油/LPG,特種車,0
202005,臺北市,汽油/LPG,機車重型,0
202005,臺北市,汽油/LPG,機車輕型,0
202005,臺北市,汽油/電能,大客車,0
202005,臺北市,汽油/電能,大貨車,0
202005,臺北市,汽油/電能,小客車,34
202005,臺北市,汽油/電能,小貨車,0
202005,臺北市,汽油/電能,特種車,0
202005,臺北市,汽油/電能,機車重型,0
202005,臺北市,汽油/電能,機車輕型,0
202005,臺北市,柴油,大客車,18
202005,臺北市,柴油,大貨車,46
202005,臺北市,柴油,小客車,137
202005,臺北市,柴油,小貨車,559
202005,臺北市,柴油,特種車,25
202005,臺北市,柴油,機車重型,0
202005,臺北市,柴油,機車輕型,0
202005,臺北市,柴油(油電),大客車,0
202005,臺北市,柴油(油電),大貨車,0
202005,臺北市,柴油(油電),小客車,7
202005,臺北市,柴油(油電),小貨車,0
202005,臺北市,柴油(油電),特種車,0
202005,臺北市,柴油(油電),機車重型,0
202005,臺北市,柴油(油電),機車輕型,0
202005,臺北市,柴油/電能,大客車,0
202005,臺北市,柴油/電能,大貨車,0
202005,臺北市,柴油/電能,小客車,1
202005,臺北市,柴油/電能,小貨車,0
202005,臺北市,柴油/電能,特種車,0
202005,臺北市,柴油/電能,機車重型,0
202005,臺北市,柴油/電能,機車輕型,0
202005,臺北市,液化石油氣,大客車,0
202005,臺北市,液化石油氣,大貨車,0
202005,臺北市,液化石油氣,小客車,0
202005,臺北市,液化石油氣,小貨車,0
202005,臺北市,液化石油氣,特種車,0
202005,臺北市,液化石油氣,機車重型,0
202005,臺北市,液化石油氣,機車輕型,0
202005,臺北市,電能,大客車,0
202005,臺北市,電能,大貨車,0
202005,臺北市,電能,小客車,33
202005,臺北市,電能,小貨車,0
202005,臺北市,電能,特種車,0
202005,臺北市,電能,機車重型,377
202005,臺北市,電能,機車輕型,96
202005,臺北市,電能(增程),大客車,0
202005,臺北市,電能(增程),大貨車,0
202005,臺北市,電能(增程),小客車,0
202005,臺北市,電能(增程),小貨車,0
202005,臺北市,電能(增程),特種車,0
202005,臺北市,電能(增程),機車重型,0
202005,臺北市,電能(增程),機車輕型,0
202005,臺北市,電能/汽油,大客車,0
202005,臺北市,電能/汽油,大貨車,0
202005,臺北市,電能/汽油,小客車,25
202005,臺北市,電能/汽油,小貨車,0
202005,臺北市,電能/汽油,特種車,0
202005,臺北市,電能/汽油,機車重型,0
202005,臺北市,電能/汽油,機車輕型,0
202005,臺北市,電能/柴油,大客車,0
202005,臺北市,電能/柴油,大貨車,0
202005,臺北市,電能/柴油,小客車,0
202005,臺北市,電能/柴油,小貨車,0
202005,臺北市,電能/柴油,特種車,0
202005,臺北市,電能/柴油,機車重型,0
202005,臺北市,電能/柴油,機車輕型,0
202005,臺北市,總計,大客車,18
202005,臺北市,總計,大貨車,46
202005,臺北市,總計,小客車,4643
202005,臺北市,總計,小貨車,819
202005,臺北市,總計,特種車,52
202005,臺北市,總計,機車重型,4198
202005,臺北市,總計,機車輕型,98
202006,臺北市,汽油,大客車,0
202006,臺北市,汽油,大貨車,0
202006,臺北市,汽油,小客車,4759
202006,臺北市,汽油,小貨車,309
202006,臺北市,汽油,特種車,7
202006,臺北市,汽油,機車重型,4400
202006,臺北市,汽油,機車輕型,0
202006,臺北市,汽油(油電),大客車,0
202006,臺北市,汽油(油電),大貨車,0
202006,臺北市,汽油(油電),小客車,754
202006,臺北市,汽油(油電),小貨車,0
202006,臺北市,汽油(油電),特種車,0
202006,臺北市,汽油(油電),機車重型,0
202006,臺北市,汽油(油電),機車輕型,0
202006,臺北市,汽油/LPG,大客車,0
202006,臺北市,汽油/LPG,大貨車,0
202006,臺北市,汽油/LPG,小客車,0
202006,臺北市,汽油/LPG,小貨車,0
202006,臺北市,汽油/LPG,特種車,0
202006,臺北市,汽油/LPG,機車重型,0
202006,臺北市,汽油/LPG,機車輕型,0
202006,臺北市,汽油/電能,大客車,0
202006,臺北市,汽油/電能,大貨車,0
202006,臺北市,汽油/電能,小客車,50
202006,臺北市,汽油/電能,小貨車,0
202006,臺北市,汽油/電能,特種車,0
202006,臺北市,汽油/電能,機車重型,0
202006,臺北市,汽油/電能,機車輕型,0
202006,臺北市,柴油,大客車,27
202006,臺北市,柴油,大貨車,67
202006,臺北市,柴油,小客車,190
202006,臺北市,柴油,小貨車,395
202006,臺北市,柴油,特種車,50
202006,臺北市,柴油,機車重型,0
202006,臺北市,柴油,機車輕型,0
202006,臺北市,柴油(油電),大客車,0
202006,臺北市,柴油(油電),大貨車,0
202006,臺北市,柴油(油電),小客車,8
202006,臺北市,柴油(油電),小貨車,1
202006,臺北市,柴油(油電),特種車,0
202006,臺北市,柴油(油電),機車重型,0
202006,臺北市,柴油(油電),機車輕型,0
202006,臺北市,柴油/電能,大客車,0
202006,臺北市,柴油/電能,大貨車,0
202006,臺北市,柴油/電能,小客車,1
202006,臺北市,柴油/電能,小貨車,0
202006,臺北市,柴油/電能,特種車,0
202006,臺北市,柴油/電能,機車重型,0
202006,臺北市,柴油/電能,機車輕型,0
202006,臺北市,液化石油氣,大客車,0
202006,臺北市,液化石油氣,大貨車,0
202006,臺北市,液化石油氣,小客車,0
202006,臺北市,液化石油氣,小貨車,0
202006,臺北市,液化石油氣,特種車,0
202006,臺北市,液化石油氣,機車重型,0
202006,臺北市,液化石油氣,機車輕型,0
202006,臺北市,電能,大客車,4
202006,臺北市,電能,大貨車,0
202006,臺北市,電能,小客車,136
202006,臺北市,電能,小貨車,0
202006,臺北市,電能,特種車,0
202006,臺北市,電能,機車重型,371
202006,臺北市,電能,機車輕型,325
202006,臺北市,電能(增程),大客車,0
202006,臺北市,電能(增程),大貨車,0
202006,臺北市,電能(增程),小客車,0
202006,臺北市,電能(增程),小貨車,0
202006,臺北市,電能(增程),特種車,0
202006,臺北市,電能(增程),機車重型,0
202006,臺北市,電能(增程),機車輕型,0
202006,臺北市,電能/汽油,大客車,0
202006,臺北市,電能/汽油,大貨車,0
202006,臺北市,電能/汽油,小客車,23
202006,臺北市,電能/汽油,小貨車,0
202006,臺北市,電能/汽油,特種車,0
202006,臺北市,電能/汽油,機車重型,0
202006,臺北市,電能/汽油,機車輕型,0
202006,臺北市,電能/柴油,大客車,0
202006,臺北市,電能/柴油,大貨車,0
202006,臺北市,電能/柴油,小客車,0
202006,臺北市,電能/柴油,小貨車,0
202006,臺北市,電能/柴油,特種車,0
202006,臺北市,電能/柴油,機車重型,0
202006,臺北市,電能/柴油,機車輕型,0
202006,臺北市,總計,大客車,31
202006,臺北市,總計,大貨車,67
202006,臺北市,總計,小客車,5921
202006,臺北市,總計,小貨車,705
202006,臺北市,總計,特種車,57
202006,臺北市,總計,機車重型,4771
202006,臺北市,總計,機車輕型,325
202007,臺北市,汽油,大客車,0
202007,臺北市,汽油,大貨車,0
202007,臺北市,汽油,小客車,5163
202007,臺北市,汽油,小貨車,360
202007,臺北市,汽油,特種車,14
202007,臺北市,汽油,機車重型,5222
202007,臺北市,汽油,機車輕型,1
202007,臺北市,汽油(油電),大客車,0
202007,臺北市,汽油(油電),大貨車,0
202007,臺北市,汽油(油電),小客車,863
202007,臺北市,汽油(油電),小貨車,0
202007,臺北市,汽油(油電),特種車,2
202007,臺北市,汽油(油電),機車重型,0
202007,臺北市,汽油(油電),機車輕型,0
202007,臺北市,汽油/LPG,大客車,0
202007,臺北市,汽油/LPG,大貨車,0
202007,臺北市,汽油/LPG,小客車,0
202007,臺北市,汽油/LPG,小貨車,0
202007,臺北市,汽油/LPG,特種車,0
202007,臺北市,汽油/LPG,機車重型,0
202007,臺北市,汽油/LPG,機車輕型,0
202007,臺北市,汽油/電能,大客車,0
202007,臺北市,汽油/電能,大貨車,0
202007,臺北市,汽油/電能,小客車,47
202007,臺北市,汽油/電能,小貨車,0
202007,臺北市,汽油/電能,特種車,1
202007,臺北市,汽油/電能,機車重型,0
202007,臺北市,汽油/電能,機車輕型,0
202007,臺北市,柴油,大客車,44
202007,臺北市,柴油,大貨車,81
202007,臺北市,柴油,小客車,194
202007,臺北市,柴油,小貨車,137
202007,臺北市,柴油,特種車,14
202007,臺北市,柴油,機車重型,0
202007,臺北市,柴油,機車輕型,0
202007,臺北市,柴油(油電),大客車,0
202007,臺北市,柴油(油電),大貨車,1
202007,臺北市,柴油(油電),小客車,12
202007,臺北市,柴油(油電),小貨車,0
202007,臺北市,柴油(油電),特種車,0
202007,臺北市,柴油(油電),機車重型,0
202007,臺北市,柴油(油電),機車輕型,0
202007,臺北市,柴油/電能,大客車,0
202007,臺北市,柴油/電能,大貨車,0
202007,臺北市,柴油/電能,小客車,1
202007,臺北市,柴油/電能,小貨車,0
202007,臺北市,柴油/電能,特種車,0
202007,臺北市,柴油/電能,機車重型,0
202007,臺北市,柴油/電能,機車輕型,0
202007,臺北市,液化石油氣,大客車,0
202007,臺北市,液化石油氣,大貨車,0
202007,臺北市,液化石油氣,小客車,0
202007,臺北市,液化石油氣,小貨車,0
202007,臺北市,液化石油氣,特種車,0
202007,臺北市,液化石油氣,機車重型,0
202007,臺北市,液化石油氣,機車輕型,0
202007,臺北市,電能,大客車,0
202007,臺北市,電能,大貨車,0
202007,臺北市,電能,小客車,16
202007,臺北市,電能,小貨車,0
202007,臺北市,電能,特種車,0
202007,臺北市,電能,機車重型,860
202007,臺北市,電能,機車輕型,408
202007,臺北市,電能(增程),大客車,0
202007,臺北市,電能(增程),大貨車,0
202007,臺北市,電能(增程),小客車,2
202007,臺北市,電能(增程),小貨車,0
202007,臺北市,電能(增程),特種車,0
202007,臺北市,電能(增程),機車重型,0
202007,臺北市,電能(增程),機車輕型,0
202007,臺北市,電能/汽油,大客車,0
202007,臺北市,電能/汽油,大貨車,0
202007,臺北市,電能/汽油,小客車,63
202007,臺北市,電能/汽油,小貨車,0
202007,臺北市,電能/汽油,特種車,0
202007,臺北市,電能/汽油,機車重型,0
202007,臺北市,電能/汽油,機車輕型,0
202007,臺北市,電能/柴油,大客車,0
202007,臺北市,電能/柴油,大貨車,0
202007,臺北市,電能/柴油,小客車,0
202007,臺北市,電能/柴油,小貨車,0
202007,臺北市,電能/柴油,特種車,0
202007,臺北市,電能/柴油,機車重型,0
202007,臺北市,電能/柴油,機車輕型,0
202007,臺北市,總計,大客車,44
202007,臺北市,總計,大貨車,82
202007,臺北市,總計,小客車,6361
202007,臺北市,總計,小貨車,497
202007,臺北市,總計,特種車,31
202007,臺北市,總計,機車重型,6082
202007,臺北市,總計,機車輕型,409
202008,臺北市,汽油,大客車,0
202008,臺北市,汽油,大貨車,0
202008,臺北市,汽油,小客車,4068
202008,臺北市,汽油,小貨車,258
202008,臺北市,汽油,特種車,3
202008,臺北市,汽油,機車重型,4869
202008,臺北市,汽油,機車輕型,0
202008,臺北市,汽油(油電),大客車,0
202008,臺北市,汽油(油電),大貨車,0
202008,臺北市,汽油(油電),小客車,714
202008,臺北市,汽油(油電),小貨車,0
202008,臺北市,汽油(油電),特種車,0
202008,臺北市,汽油(油電),機車重型,0
202008,臺北市,汽油(油電),機車輕型,0
202008,臺北市,汽油/LPG,大客車,0
202008,臺北市,汽油/LPG,大貨車,0
202008,臺北市,汽油/LPG,小客車,0
202008,臺北市,汽油/LPG,小貨車,0
202008,臺北市,汽油/LPG,特種車,0
202008,臺北市,汽油/LPG,機車重型,0
202008,臺北市,汽油/LPG,機車輕型,0
202008,臺北市,汽油/電能,大客車,0
202008,臺北市,汽油/電能,大貨車,0
202008,臺北市,汽油/電能,小客車,64
202008,臺北市,汽油/電能,小貨車,0
202008,臺北市,汽油/電能,特種車,0
202008,臺北市,汽油/電能,機車重型,0
202008,臺北市,汽油/電能,機車輕型,0
202008,臺北市,柴油,大客車,26
202008,臺北市,柴油,大貨車,40
202008,臺北市,柴油,小客車,167
202008,臺北市,柴油,小貨車,136
202008,臺北市,柴油,特種車,8
202008,臺北市,柴油,機車重型,0
202008,臺北市,柴油,機車輕型,0
202008,臺北市,柴油(油電),大客車,0
202008,臺北市,柴油(油電),大貨車,0
202008,臺北市,柴油(油電),小客車,7
202008,臺北市,柴油(油電),小貨車,0
202008,臺北市,柴油(油電),特種車,0
202008,臺北市,柴油(油電),機車重型,0
202008,臺北市,柴油(油電),機車輕型,0
202008,臺北市,柴油/電能,大客車,0
202008,臺北市,柴油/電能,大貨車,0
202008,臺北市,柴油/電能,小客車,0
202008,臺北市,柴油/電能,小貨車,0
202008,臺北市,柴油/電能,特種車,0
202008,臺北市,柴油/電能,機車重型,0
202008,臺北市,柴油/電能,機車輕型,0
202008,臺北市,液化石油氣,大客車,0
202008,臺北市,液化石油氣,大貨車,0
202008,臺北市,液化石油氣,小客車,0
202008,臺北市,液化石油氣,小貨車,0
202008,臺北市,液化石油氣,特種車,0
202008,臺北市,液化石油氣,機車重型,0
202008,臺北市,液化石油氣,機車輕型,0
202008,臺北市,電能,大客車,0
202008,臺北市,電能,大貨車,0
202008,臺北市,電能,小客車,293
202008,臺北市,電能,小貨車,0
202008,臺北市,電能,特種車,0
202008,臺北市,電能,機車重型,419
202008,臺北市,電能,機車輕型,263
202008,臺北市,電能(增程),大客車,0
202008,臺北市,電能(增程),大貨車,0
202008,臺北市,電能(增程),小客車,2
202008,臺北市,電能(增程),小貨車,0
202008,臺北市,電能(增程),特種車,0
202008,臺北市,電能(增程),機車重型,0
202008,臺北市,電能(增程),機車輕型,0
202008,臺北市,電能/汽油,大客車,0
202008,臺北市,電能/汽油,大貨車,0
202008,臺北市,電能/汽油,小客車,34
202008,臺北市,電能/汽油,小貨車,0
202008,臺北市,電能/汽油,特種車,0
202008,臺北市,電能/汽油,機車重型,0
202008,臺北市,電能/汽油,機車輕型,0
202008,臺北市,電能/柴油,大客車,0
202008,臺北市,電能/柴油,大貨車,0
202008,臺北市,電能/柴油,小客車,0
202008,臺北市,電能/柴油,小貨車,0
202008,臺北市,電能/柴油,特種車,0
202008,臺北市,電能/柴油,機車重型,0
202008,臺北市,電能/柴油,機車輕型,0
202008,臺北市,總計,大客車,26
202008,臺北市,總計,大貨車,40
202008,臺北市,總計,小客車,5349
202008,臺北市,總計,小貨車,394
202008,臺北市,總計,特種車,11
202008,臺北市,總計,機車重型,5288
202008,臺北市,總計,機車輕型,263
202009,臺北市,汽油,大客車,0
202009,臺北市,汽油,大貨車,0
202009,臺北市,汽油,小客車,4397
202009,臺北市,汽油,小貨車,301
202009,臺北市,汽油,特種車,31
202009,臺北市,汽油,機車重型,5808
202009,臺北市,汽油,機車輕型,1
202009,臺北市,汽油(油電),大客車,0
202009,臺北市,汽油(油電),大貨車,0
202009,臺北市,汽油(油電),小客車,767
202009,臺北市,汽油(油電),小貨車,0
202009,臺北市,汽油(油電),特種車,0
202009,臺北市,汽油(油電),機車重型,0
202009,臺北市,汽油(油電),機車輕型,0
202009,臺北市,汽油/LPG,大客車,0
202009,臺北市,汽油/LPG,大貨車,0
202009,臺北市,汽油/LPG,小客車,0
202009,臺北市,汽油/LPG,小貨車,0
202009,臺北市,汽油/LPG,特種車,0
202009,臺北市,汽油/LPG,機車重型,0
202009,臺北市,汽油/LPG,機車輕型,0
202009,臺北市,汽油/電能,大客車,0
202009,臺北市,汽油/電能,大貨車,0
202009,臺北市,汽油/電能,小客車,60
202009,臺北市,汽油/電能,小貨車,0
202009,臺北市,汽油/電能,特種車,0
202009,臺北市,汽油/電能,機車重型,0
202009,臺北市,汽油/電能,機車輕型,0
202009,臺北市,柴油,大客車,34
202009,臺北市,柴油,大貨車,57
202009,臺北市,柴油,小客車,166
202009,臺北市,柴油,小貨車,315
202009,臺北市,柴油,特種車,9
202009,臺北市,柴油,機車重型,0
202009,臺北市,柴油,機車輕型,0
202009,臺北市,柴油(油電),大客車,0
202009,臺北市,柴油(油電),大貨車,0
202009,臺北市,柴油(油電),小客車,8
202009,臺北市,柴油(油電),小貨車,0
202009,臺北市,柴油(油電),特種車,0
202009,臺北市,柴油(油電),機車重型,0
202009,臺北市,柴油(油電),機車輕型,0
202009,臺北市,柴油/電能,大客車,0
202009,臺北市,柴油/電能,大貨車,0
202009,臺北市,柴油/電能,小客車,3
202009,臺北市,柴油/電能,小貨車,0
202009,臺北市,柴油/電能,特種車,0
202009,臺北市,柴油/電能,機車重型,0
202009,臺北市,柴油/電能,機車輕型,0
202009,臺北市,液化石油氣,大客車,0
202009,臺北市,液化石油氣,大貨車,0
202009,臺北市,液化石油氣,小客車,0
202009,臺北市,液化石油氣,小貨車,0
202009,臺北市,液化石油氣,特種車,0
202009,臺北市,液化石油氣,機車重型,0
202009,臺北市,液化石油氣,機車輕型,0
202009,臺北市,電能,大客車,0
202009,臺北市,電能,大貨車,0
202009,臺北市,電能,小客車,452
202009,臺北市,電能,小貨車,3
202009,臺北市,電能,特種車,0
202009,臺北市,電能,機車重型,638
202009,臺北市,電能,機車輕型,260
202009,臺北市,電能(增程),大客車,0
202009,臺北市,電能(增程),大貨車,0
202009,臺北市,電能(增程),小客車,1
202009,臺北市,電能(增程),小貨車,0
202009,臺北市,電能(增程),特種車,0
202009,臺北市,電能(增程),機車重型,0
202009,臺北市,電能(增程),機車輕型,0
202009,臺北市,電能/汽油,大客車,0
202009,臺北市,電能/汽油,大貨車,0
202009,臺北市,電能/汽油,小客車,31
202009,臺北市,電能/汽油,小貨車,0
202009,臺北市,電能/汽油,特種車,0
202009,臺北市,電能/汽油,機車重型,0
202009,臺北市,電能/汽油,機車輕型,0
202009,臺北市,電能/柴油,大客車,0
202009,臺北市,電能/柴油,大貨車,0
202009,臺北市,電能/柴油,小客車,0
202009,臺北市,電能/柴油,小貨車,0
202009,臺北市,電能/柴油,特種車,0
202009,臺北市,電能/柴油,機車重型,0
202009,臺北市,電能/柴油,機車輕型,0
202009,臺北市,總計,大客車,34
202009,臺北市,總計,大貨車,57
202009,臺北市,總計,小客車,5885
202009,臺北市,總計,小貨車,619
202009,臺北市,總計,特種車,40
202009,臺北市,總計,機車重型,6446
202009,臺北市,總計,機車輕型,261
202010,臺北市,汽油,大客車,0
202010,臺北市,汽油,大貨車,0
202010,臺北市,汽油,小客車,4312
202010,臺北市,汽油,小貨車,349
202010,臺北市,汽油,特種車,156
202010,臺北市,汽油,機車重型,5441
202010,臺北市,汽油,機車輕型,1
202010,臺北市,汽油(油電),大客車,0
202010,臺北市,汽油(油電),大貨車,0
202010,臺北市,汽油(油電),小客車,965
202010,臺北市,汽油(油電),小貨車,0
202010,臺北市,汽油(油電),特種車,0
202010,臺北市,汽油(油電),機車重型,0
202010,臺北市,汽油(油電),機車輕型,0
202010,臺北市,汽油/LPG,大客車,0
202010,臺北市,汽油/LPG,大貨車,0
202010,臺北市,汽油/LPG,小客車,0
202010,臺北市,汽油/LPG,小貨車,0
202010,臺北市,汽油/LPG,特種車,0
202010,臺北市,汽油/LPG,機車重型,0
202010,臺北市,汽油/LPG,機車輕型,0
202010,臺北市,汽油/電能,大客車,0
202010,臺北市,汽油/電能,大貨車,0
202010,臺北市,汽油/電能,小客車,88
202010,臺北市,汽油/電能,小貨車,0
202010,臺北市,汽油/電能,特種車,0
202010,臺北市,汽油/電能,機車重型,0
202010,臺北市,汽油/電能,機車輕型,0
202010,臺北市,柴油,大客車,16
202010,臺北市,柴油,大貨車,36
202010,臺北市,柴油,小客車,134
202010,臺北市,柴油,小貨車,338
202010,臺北市,柴油,特種車,33
202010,臺北市,柴油,機車重型,0
202010,臺北市,柴油,機車輕型,0
202010,臺北市,柴油(油電),大客車,0
202010,臺北市,柴油(油電),大貨車,0
202010,臺北市,柴油(油電),小客車,8
202010,臺北市,柴油(油電),小貨車,0
202010,臺北市,柴油(油電),特種車,0
202010,臺北市,柴油(油電),機車重型,0
202010,臺北市,柴油(油電),機車輕型,0
202010,臺北市,柴油/電能,大客車,0
202010,臺北市,柴油/電能,大貨車,0
202010,臺北市,柴油/電能,小客車,3
202010,臺北市,柴油/電能,小貨車,0
202010,臺北市,柴油/電能,特種車,0
202010,臺北市,柴油/電能,機車重型,0
202010,臺北市,柴油/電能,機車輕型,0
202010,臺北市,液化石油氣,大客車,0
202010,臺北市,液化石油氣,大貨車,0
202010,臺北市,液化石油氣,小客車,0
202010,臺北市,液化石油氣,小貨車,0
202010,臺北市,液化石油氣,特種車,0
202010,臺北市,液化石油氣,機車重型,0
202010,臺北市,液化石油氣,機車輕型,0
202010,臺北市,電能,大客車,0
202010,臺北市,電能,大貨車,0
202010,臺北市,電能,小客車,19
202010,臺北市,電能,小貨車,0
202010,臺北市,電能,特種車,0
202010,臺北市,電能,機車重型,451
202010,臺北市,電能,機車輕型,238
202010,臺北市,電能(增程),大客車,0
202010,臺北市,電能(增程),大貨車,0
202010,臺北市,電能(增程),小客車,0
202010,臺北市,電能(增程),小貨車,0
202010,臺北市,電能(增程),特種車,0
202010,臺北市,電能(增程),機車重型,0
202010,臺北市,電能(增程),機車輕型,0
202010,臺北市,電能/汽油,大客車,0
202010,臺北市,電能/汽油,大貨車,0
202010,臺北市,電能/汽油,小客車,19
202010,臺北市,電能/汽油,小貨車,0
202010,臺北市,電能/汽油,特種車,0
202010,臺北市,電能/汽油,機車重型,0
202010,臺北市,電能/汽油,機車輕型,0
202010,臺北市,電能/柴油,大客車,0
202010,臺北市,電能/柴油,大貨車,0
202010,臺北市,電能/柴油,小客車,0
202010,臺北市,電能/柴油,小貨車,0
202010,臺北市,電能/柴油,特種車,0
202010,臺北市,電能/柴油,機車重型,0
202010,臺北市,電能/柴油,機車輕型,0
202010,臺北市,總計,大客車,16
202010,臺北市,總計,大貨車,36
202010,臺北市,總計,小客車,5548
202010,臺北市,總計,小貨車,687
202010,臺北市,總計,特種車,189
202010,臺北市,總計,機車重型,5892
202010,臺北市,總計,機車輕型,239
202011,臺北市,汽油,大客車,0
202011,臺北市,汽油,大貨車,0
202011,臺北市,汽油,小客車,4713
202011,臺北市,汽油,小貨車,330
202011,臺北市,汽油,特種車,88
202011,臺北市,汽油,機車重型,5960
202011,臺北市,汽油,機車輕型,0
202011,臺北市,汽油(油電),大客車,0
202011,臺北市,汽油(油電),大貨車,0
202011,臺北市,汽油(油電),小客車,947
202011,臺北市,汽油(油電),小貨車,0
202011,臺北市,汽油(油電),特種車,1
202011,臺北市,汽油(油電),機車重型,0
202011,臺北市,汽油(油電),機車輕型,0
202011,臺北市,汽油/LPG,大客車,0
202011,臺北市,汽油/LPG,大貨車,0
202011,臺北市,汽油/LPG,小客車,0
202011,臺北市,汽油/LPG,小貨車,0
202011,臺北市,汽油/LPG,特種車,0
202011,臺北市,汽油/LPG,機車重型,0
202011,臺北市,汽油/LPG,機車輕型,0
202011,臺北市,汽油/電能,大客車,0
202011,臺北市,汽油/電能,大貨車,0
202011,臺北市,汽油/電能,小客車,58
202011,臺北市,汽油/電能,小貨車,0
202011,臺北市,汽油/電能,特種車,0
202011,臺北市,汽油/電能,機車重型,0
202011,臺北市,汽油/電能,機車輕型,0
202011,臺北市,柴油,大客車,21
202011,臺北市,柴油,大貨車,52
202011,臺北市,柴油,小客車,195
202011,臺北市,柴油,小貨車,303
202011,臺北市,柴油,特種車,16
202011,臺北市,柴油,機車重型,0
202011,臺北市,柴油,機車輕型,0
202011,臺北市,柴油(油電),大客車,0
202011,臺北市,柴油(油電),大貨車,0
202011,臺北市,柴油(油電),小客車,20
202011,臺北市,柴油(油電),小貨車,0
202011,臺北市,柴油(油電),特種車,0
202011,臺北市,柴油(油電),機車重型,0
202011,臺北市,柴油(油電),機車輕型,0
202011,臺北市,柴油/電能,大客車,0
202011,臺北市,柴油/電能,大貨車,0
202011,臺北市,柴油/電能,小客車,2
202011,臺北市,柴油/電能,小貨車,0
202011,臺北市,柴油/電能,特種車,0
202011,臺北市,柴油/電能,機車重型,0
202011,臺北市,柴油/電能,機車輕型,0
202011,臺北市,液化石油氣,大客車,0
202011,臺北市,液化石油氣,大貨車,0
202011,臺北市,液化石油氣,小客車,0
202011,臺北市,液化石油氣,小貨車,0
202011,臺北市,液化石油氣,特種車,0
202011,臺北市,液化石油氣,機車重型,0
202011,臺北市,液化石油氣,機車輕型,0
202011,臺北市,電能,大客車,0
202011,臺北市,電能,大貨車,0
202011,臺北市,電能,小客車,185
202011,臺北市,電能,小貨車,0
202011,臺北市,電能,特種車,0
202011,臺北市,電能,機車重型,517
202011,臺北市,電能,機車輕型,183
202011,臺北市,電能(增程),大客車,0
202011,臺北市,電能(增程),大貨車,0
202011,臺北市,電能(增程),小客車,0
202011,臺北市,電能(增程),小貨車,0
202011,臺北市,電能(增程),特種車,0
202011,臺北市,電能(增程),機車重型,0
202011,臺北市,電能(增程),機車輕型,0
202011,臺北市,電能/汽油,大客車,0
202011,臺北市,電能/汽油,大貨車,0
202011,臺北市,電能/汽油,小客車,54
202011,臺北市,電能/汽油,小貨車,0
202011,臺北市,電能/汽油,特種車,0
202011,臺北市,電能/汽油,機車重型,0
202011,臺北市,電能/汽油,機車輕型,0
202011,臺北市,電能/柴油,大客車,0
202011,臺北市,電能/柴油,大貨車,0
202011,臺北市,電能/柴油,小客車,0
202011,臺北市,電能/柴油,小貨車,0
202011,臺北市,電能/柴油,特種車,0
202011,臺北市,電能/柴油,機車重型,0
202011,臺北市,電能/柴油,機車輕型,0
202011,臺北市,總計,大客車,21
202011,臺北市,總計,大貨車,52
202011,臺北市,總計,小客車,6174
202011,臺北市,總計,小貨車,633
202011,臺北市,總計,特種車,105
202011,臺北市,總計,機車重型,6477
202011,臺北市,總計,機車輕型,183
202012,臺北市,汽油,大客車,0
202012,臺北市,汽油,大貨車,0
202012,臺北市,汽油,小客車,4215
202012,臺北市,汽油,小貨車,206
202012,臺北市,汽油,特種車,31
202012,臺北市,汽油,機車重型,7746
202012,臺北市,汽油,機車輕型,0
202012,臺北市,汽油(油電),大客車,0
202012,臺北市,汽油(油電),大貨車,0
202012,臺北市,汽油(油電),小客車,1001
202012,臺北市,汽油(油電),小貨車,0
202012,臺北市,汽油(油電),特種車,0
202012,臺北市,汽油(油電),機車重型,0
202012,臺北市,汽油(油電),機車輕型,0
202012,臺北市,汽油/LPG,大客車,0
202012,臺北市,汽油/LPG,大貨車,0
202012,臺北市,汽油/LPG,小客車,0
202012,臺北市,汽油/LPG,小貨車,0
202012,臺北市,汽油/LPG,特種車,0
202012,臺北市,汽油/LPG,機車重型,0
202012,臺北市,汽油/LPG,機車輕型,0
202012,臺北市,汽油/電能,大客車,0
202012,臺北市,汽油/電能,大貨車,0
202012,臺北市,汽油/電能,小客車,15
202012,臺北市,汽油/電能,小貨車,0
202012,臺北市,汽油/電能,特種車,0
202012,臺北市,汽油/電能,機車重型,0
202012,臺北市,汽油/電能,機車輕型,0
202012,臺北市,柴油,大客車,19
202012,臺北市,柴油,大貨車,36
202012,臺北市,柴油,小客車,185
202012,臺北市,柴油,小貨車,523
202012,臺北市,柴油,特種車,40
202012,臺北市,柴油,機車重型,0
202012,臺北市,柴油,機車輕型,0
202012,臺北市,柴油(油電),大客車,0
202012,臺北市,柴油(油電),大貨車,0
202012,臺北市,柴油(油電),小客車,14
202012,臺北市,柴油(油電),小貨車,0
202012,臺北市,柴油(油電),特種車,0
202012,臺北市,柴油(油電),機車重型,0
202012,臺北市,柴油(油電),機車輕型,0
202012,臺北市,柴油/電能,大客車,0
202012,臺北市,柴油/電能,大貨車,1
202012,臺北市,柴油/電能,小客車,0
202012,臺北市,柴油/電能,小貨車,0
202012,臺北市,柴油/電能,特種車,0
202012,臺北市,柴油/電能,機車重型,0
202012,臺北市,柴油/電能,機車輕型,0
202012,臺北市,液化石油氣,大客車,0
202012,臺北市,液化石油氣,大貨車,0
202012,臺北市,液化石油氣,小客車,0
