資料年月,縣市,燃料別,車種類別,數量
201901,臺北市,汽油,大客車,0
201901,臺北市,汽油,大貨車,0
201901,臺北市,汽油,小客車,6019
201901,臺北市,汽油,小貨車,296
201901,臺北市,汽油,特種車,3
201901,臺北市,汽油,機車重型,3763
201901,臺北市,汽油,機車輕型,0
201901,臺北市,汽油(油電),大客車,0
201901,臺北市,汽油(油電),大貨車,0
201901,臺北市,汽油(油電),小客車,287
201901,臺北市,汽油(油電),小貨車,0
201901,臺北市,汽油(油電),特種車,0
201901,臺北市,汽油(油電),機車重型,0
201901,臺北市,汽油(油電),機車輕型,0
201901,臺北市,汽油/LPG,大客車,0
201901,臺北市,汽油/LPG,大貨車,0
201901,臺北市,汽油/LPG,小客車,0
201901,臺北市,汽油/LPG,小貨車,0
201901,臺北市,汽油/LPG,特種車,0
201901,臺北市,汽油/LPG,機車重型,0
201901,臺北市,汽油/LPG,機車輕型,0
201901,臺北市,汽油/電能,大客車,0
201901,臺北市,汽油/電能,大貨車,0
201901,臺北市,汽油/電能,小客車,26
201901,臺北市,汽油/電能,小貨車,0
201901,臺北市,汽油/電能,特種車,0
201901,臺北市,汽油/電能,機車重型,0
201901,臺北市,汽油/電能,機車輕型,0
201901,臺北市,柴油,大客車,29
201901,臺北市,柴油,大貨車,34
201901,臺北市,柴油,小客車,335
201901,臺北市,柴油,小貨車,256
201901,臺北市,柴油,特種車,14
201901,臺北市,柴油,機車重型,0
201901,臺北市,柴油,機車輕型,0
201901,臺北市,柴油(油電),大客車,0
201901,臺北市,柴油(油電),大貨車,0
201901,臺北市,柴油(油電),小客車,0
201901,臺北市,柴油(油電),小貨車,0
201901,臺北市,柴油(油電),特種車,0
201901,臺北市,柴油(油電),機車重型,0
201901,臺北市,柴油(油電),機車輕型,0
201901,臺北市,柴油/電能,大客車,0
201901,臺北市,柴油/電能,大貨車,0
201901,臺北市,柴油/電能,小客車,0
201901,臺北市,柴油/電能,小貨車,0
201901,臺北市,柴油/電能,特種車,0
201901,臺北市,柴油/電能,機車重型,0
201901,臺北市,柴油/電能,機車輕型,0
201901,臺北市,液化石油氣,大客車,0
201901,臺北市,液化石油氣,大貨車,0
201901,臺北市,液化石油氣,小客車,0
201901,臺北市,液化石油氣,小貨車,0
201901,臺北市,液化石油氣,特種車,0
201901,臺北市,液化石油氣,機車重型,0
201901,臺北市,液化石油氣,機車輕型,0
201901,臺北市,電能,大客車,0
201901,臺北市,電能,大貨車,0
201901,臺北市,電能,小客車,14
201901,臺北市,電能,小貨車,0
201901,臺北市,電能,特種車,0
201901,臺北市,電能,機車重型,506
201901,臺北市,電能,機車輕型,15
201901,臺北市,電能(增程),大客車,0
201901,臺北市,電能(增程),大貨車,0
201901,臺北市,電能(增程),小客車,0
201901,臺北市,電能(增程),小貨車,0
201901,臺北市,電能(增程),特種車,0
201901,臺北市,電能(增程),機車重型,0
201901,臺北市,電能(增程),機車輕型,0
201901,臺北市,電能/汽油,大客車,0
201901,臺北市,電能/汽油,大貨車,0
201901,臺北市,電能/汽油,小客車,10
201901,臺北市,電能/汽油,小貨車,0
201901,臺北市,電能/汽油,特種車,0
201901,臺北市,電能/汽油,機車重型,0
201901,臺北市,電能/汽油,機車輕型,0
201901,臺北市,電能/柴油,大客車,0
201901,臺北市,電能/柴油,大貨車,0
201901,臺北市,電能/柴油,小客車,0
201901,臺北市,電能/柴油,小貨車,0
201901,臺北市,電能/柴油,特種車,0
201901,臺北市,電能/柴油,機車重型,0
201901,臺北市,電能/柴油,機車輕型,0
201901,臺北市,總計,大客車,29
201901,臺北市,總計,大貨車,34
201901,臺北市,總計,小客車,6691
201901,臺北市,總計,小貨車,552
201901,臺北市,總計,特種車,17
201901,臺北市,總計,機車重型,4269
201901,臺北市,總計,機車輕型,15
201902,臺北市,汽油,大客車,0
201902,臺北市,汽油,大貨車,0
201902,臺北市,汽油,小客車,2375
201902,臺北市,汽油,小貨車,183
201902,臺北市,汽油,特種車,7
201902,臺北市,汽油,機車重型,2761
201902,臺北市,汽油,機車輕型,0
201902,臺北市,汽油(油電),大客車,0
201902,臺北市,汽油(油電),大貨車,0
201902,臺北市,汽油(油電),小客車,157
201902,臺北市,汽油(油電),小貨車,0
201902,臺北市,汽油(油電),特種車,0
201902,臺北市,汽油(油電),機車重型,0
201902,臺北市,汽油(油電),機車輕型,0
201902,臺北市,汽油/LPG,大客車,0
201902,臺北市,汽油/LPG,大貨車,0
201902,臺北市,汽油/LPG,小客車,0
201902,臺北市,汽油/LPG,小貨車,0
201902,臺北市,汽油/LPG,特種車,0
201902,臺北市,汽油/LPG,機車重型,0
201902,臺北市,汽油/LPG,機車輕型,0
201902,臺北市,汽油/電能,大客車,0
201902,臺北市,汽油/電能,大貨車,0
201902,臺北市,汽油/電能,小客車,20
201902,臺北市,汽油/電能,小貨車,0
201902,臺北市,汽油/電能,特種車,0
201902,臺北市,汽油/電能,機車重型,0
201902,臺北市,汽油/電能,機車輕型,0
201902,臺北市,柴油,大客車,17
201902,臺北市,柴油,大貨車,37
201902,臺北市,柴油,小客車,143
201902,臺北市,柴油,小貨車,164
201902,臺北市,柴油,特種車,9
201902,臺北市,柴油,機車重型,0
201902,臺北市,柴油,機車輕型,0
201902,臺北市,柴油(油電),大客車,0
201902,臺北市,柴油(油電),大貨車,0
201902,臺北市,柴油(油電),小客車,0
201902,臺北市,柴油(油電),小貨車,0
201902,臺北市,柴油(油電),特種車,0
201902,臺北市,柴油(油電),機車重型,0
201902,臺北市,柴油(油電),機車輕型,0
201902,臺北市,柴油/電能,大客車,0
201902,臺北市,柴油/電能,大貨車,0
201902,臺北市,柴油/電能,小客車,0
201902,臺北市,柴油/電能,小貨車,0
201902,臺北市,柴油/電能,特種車,0
201902,臺北市,柴油/電能,機車重型,0
201902,臺北市,柴油/電能,機車輕型,0
201902,臺北市,液化石油氣,大客車,0
201902,臺北市,液化石油氣,大貨車,0
201902,臺北市,液化石油氣,小客車,0
201902,臺北市,液化石油氣,小貨車,0
201902,臺北市,液化石油氣,特種車,0
201902,臺北市,液化石油氣,機車重型,0
201902,臺北市,液化石油氣,機車輕型,0
201902,臺北市,電能,大客車,0
201902,臺北市,電能,大貨車,0
201902,臺北市,電能,小客車,11
201902,臺北市,電能,小貨車,0
201902,臺北市,電能,特種車,0
201902,臺北市,電能,機車重型,362
201902,臺北市,電能,機車輕型,6
201902,臺北市,電能(增程),大客車,0
201902,臺北市,電能(增程),大貨車,0
201902,臺北市,電能(增程),小客車,1
201902,臺北市,電能(增程),小貨車,0
201902,臺北市,電能(增程),特種車,0
201902,臺北市,電能(增程),機車重型,0
201902,臺北市,電能(增程),機車輕型,0
201902,臺北市,電能/汽油,大客車,0
201902,臺北市,電能/汽油,大貨車,0
201902,臺北市,電能/汽油,小客車,5
201902,臺北市,電能/汽油,小貨車,0
201902,臺北市,電能/汽油,特種車,0
201902,臺北市,電能/汽油,機車重型,0
201902,臺北市,電能/汽油,機車輕型,0
201902,臺北市,電能/柴油,大客車,0
201902,臺北市,電能/柴油,大貨車,0
201902,臺北市,電能/柴油,小客車,0
201902,臺北市,電能/柴油,小貨車,0
201902,臺北市,電能/柴油,特種車,0
201902,臺北市,電能/柴油,機車重型,0
201902,臺北市,電能/柴油,機車輕型,0
201902,臺北市,總計,大客車,17
201902,臺北市,總計,大貨車,37
201902,臺北市,總計,小客車,2712
201902,臺北市,總計,小貨車,347
201902,臺北市,總計,特種車,16
201902,臺北市,總計,機車重型,3123
201902,臺北市,總計,機車輕型,6
201903,臺北市,汽油,大客車,0
201903,臺北市,汽油,大貨車,0
201903,臺北市,汽油,小客車,4179
201903,臺北市,汽油,小貨車,282
201903,臺北市,汽油,特種車,16
201903,臺北市,汽油,機車重型,3845
201903,臺北市,汽油,機車輕型,0
201903,臺北市,汽油(油電),大客車,0
201903,臺北市,汽油(油電),大貨車,0
201903,臺北市,汽油(油電),小客車,312
201903,臺北市,汽油(油電),小貨車,1
201903,臺北市,汽油(油電),特種車,1
201903,臺北市,汽油(油電),機車重型,0
201903,臺北市,汽油(油電),機車輕型,0
201903,臺北市,汽油/LPG,大客車,0
201903,臺北市,汽油/LPG,大貨車,0
201903,臺北市,汽油/LPG,小客車,0
201903,臺北市,汽油/LPG,小貨車,0
201903,臺北市,汽油/LPG,特種車,0
201903,臺北市,汽油/LPG,機車重型,0
201903,臺北市,汽油/LPG,機車輕型,0
201903,臺北市,汽油/電能,大客車,0
201903,臺北市,汽油/電能,大貨車,0
201903,臺北市,汽油/電能,小客車,58
201903,臺北市,汽油/電能,小貨車,0
201903,臺北市,汽油/電能,特種車,0
201903,臺北市,汽油/電能,機車重型,0
201903,臺北市,汽油/電能,機車輕型,0
201903,臺北市,柴油,大客車,31
201903,臺北市,柴油,大貨車,73
201903,臺北市,柴油,小客車,196
201903,臺北市,柴油,小貨車,262
201903,臺北市,柴油,特種車,18
201903,臺北市,柴油,機車重型,0
201903,臺北市,柴油,機車輕型,0
201903,臺北市,柴油(油電),大客車,0
201903,臺北市,柴油(油電),大貨車,0
201903,臺北市,柴油(油電),小客車,0
201903,臺北市,柴油(油電),小貨車,0
201903,臺北市,柴油(油電),特種車,0
201903,臺北市,柴油(油電),機車重型,0
201903,臺北市,柴油(油電),機車輕型,0
201903,臺北市,柴油/電能,大客車,0
201903,臺北市,柴油/電能,大貨車,0
201903,臺北市,柴油/電能,小客車,0
201903,臺北市,柴油/電能,小貨車,0
201903,臺北市,柴油/電能,特種車,0
201903,臺北市,柴油/電能,機車重型,0
201903,臺北市,柴油/電能,機車輕型,0
201903,臺北市,液化石油氣,大客車,0
201903,臺北市,液化石油氣,大貨車,0
201903,臺北市,液化石油氣,小客車,0
201903,臺北市,液化石油氣,小貨車,0
201903,臺北市,液化石油氣,特種車,0
201903,臺北市,液化石油氣,機車重型,0
201903,臺北市,液化石油氣,機車輕型,0
201903,臺北市,電能,大客車,0
201903,臺北市,電能,大貨車,0
201903,臺北市,電能,小客車,54
201903,臺北市,電能,小貨車,0
201903,臺北市,電能,特種車,0
201903,臺北市,電能,機車重型,409
201903,臺北市,電能,機車輕型,319
201903,臺北市,電能(增程),大客車,0
201903,臺北市,電能(增程),大貨車,0
201903,臺北市,電能(增程),小客車,0
201903,臺北市,電能(增程),小貨車,0
201903,臺北市,電能(增程),特種車,0
201903,臺北市,電能(增程),機車重型,0
201903,臺北市,電能(增程),機車輕型,0
201903,臺北市,電能/汽油,大客車,0
201903,臺北市,電能/汽油,大貨車,0
201903,臺北市,電能/汽油,小客車,3
201903,臺北市,電能/汽油,小貨車,0
201903,臺北市,電能/汽油,特種車,0
201903,臺北市,電能/汽油,機車重型,0
201903,臺北市,電能/汽油,機車輕型,0
201903,臺北市,電能/柴油,大客車,0
201903,臺北市,電能/柴油,大貨車,0
201903,臺北市,電能/柴油,小客車,0
201903,臺北市,電能/柴油,小貨車,0
201903,臺北市,電能/柴油,特種車,0
201903,臺北市,電能/柴油,機車重型,0
201903,臺北市,電能/柴油,機車輕型,0
201903,臺北市,總計,大客車,31
201903,臺北市,總計,大貨車,73
201903,臺北市,總計,小客車,4802
201903,臺北市,總計,小貨車,545
201903,臺北市,總計,特種車,35
201903,臺北市,總計,機車重型,4254
201903,臺北市,總計,機車輕型,319
201904,臺北市,汽油,大客車,0
201904,臺北市,汽油,大貨車,0
201904,臺北市,汽油,小客車,4259
201904,臺北市,汽油,小貨車,475
201904,臺北市,汽油,特種車,14
201904,臺北市,汽油,機車重型,3813
201904,臺北市,汽油,機車輕型,0
201904,臺北市,汽油(油電),大客車,0
201904,臺北市,汽油(油電),大貨車,0
201904,臺北市,汽油(油電),小客車,296
201904,臺北市,汽油(油電),小貨車,0
201904,臺北市,汽油(油電),特種車,0
201904,臺北市,汽油(油電),機車重型,0
201904,臺北市,汽油(油電),機車輕型,0
201904,臺北市,汽油/LPG,大客車,0
201904,臺北市,汽油/LPG,大貨車,0
201904,臺北市,汽油/LPG,小客車,0
201904,臺北市,汽油/LPG,小貨車,0
201904,臺北市,汽油/LPG,特種車,0
201904,臺北市,汽油/LPG,機車重型,0
201904,臺北市,汽油/LPG,機車輕型,0
201904,臺北市,汽油/電能,大客車,0
201904,臺北市,汽油/電能,大貨車,0
201904,臺北市,汽油/電能,小客車,99
201904,臺北市,汽油/電能,小貨車,0
201904,臺北市,汽油/電能,特種車,1
201904,臺北市,汽油/電能,機車重型,0
201904,臺北市,汽油/電能,機車輕型,0
201904,臺北市,柴油,大客車,29
201904,臺北市,柴油,大貨車,91
201904,臺北市,柴油,小客車,174
201904,臺北市,柴油,小貨車,378
201904,臺北市,柴油,特種車,17
201904,臺北市,柴油,機車重型,0
201904,臺北市,柴油,機車輕型,0
201904,臺北市,柴油(油電),大客車,0
201904,臺北市,柴油(油電),大貨車,0
201904,臺北市,柴油(油電),小客車,0
201904,臺北市,柴油(油電),小貨車,0
201904,臺北市,柴油(油電),特種車,0
201904,臺北市,柴油(油電),機車重型,0
201904,臺北市,柴油(油電),機車輕型,0
201904,臺北市,柴油/電能,大客車,0
201904,臺北市,柴油/電能,大貨車,0
201904,臺北市,柴油/電能,小客車,0
201904,臺北市,柴油/電能,小貨車,0
201904,臺北市,柴油/電能,特種車,0
201904,臺北市,柴油/電能,機車重型,0
201904,臺北市,柴油/電能,機車輕型,0
201904,臺北市,液化石油氣,大客車,0
201904,臺北市,液化石油氣,大貨車,0
201904,臺北市,液化石油氣,小客車,0
201904,臺北市,液化石油氣,小貨車,0
201904,臺北市,液化石油氣,特種車,0
201904,臺北市,液化石油氣,機車重型,0
201904,臺北市,液化石油氣,機車輕型,0
201904,臺北市,電能,大客車,0
201904,臺北市,電能,大貨車,0
201904,臺北市,電能,小客車,3
201904,臺北市,電能,小貨車,0
201904,臺北市,電能,特種車,0
201904,臺北市,電能,機車重型,450
201904,臺北市,電能,機車輕型,14
201904,臺北市,電能(增程),大客車,0
201904,臺北市,電能(增程),大貨車,0
201904,臺北市,電能(增程),小客車,2
201904,臺北市,電能(增程),小貨車,0
201904,臺北市,電能(增程),特種車,0
201904,臺北市,電能(增程),機車重型,0
201904,臺北市,電能(增程),機車輕型,0
201904,臺北市,電能/汽油,大客車,0
201904,臺北市,電能/汽油,大貨車,0
201904,臺北市,電能/汽油,小客車,6
201904,臺北市,電能/汽油,小貨車,0
201904,臺北市,電能/汽油,特種車,0
201904,臺北市,電能/汽油,機車重型,0
201904,臺北市,電能/汽油,機車輕型,0
201904,臺北市,電能/柴油,大客車,0
201904,臺北市,電能/柴油,大貨車,0
201904,臺北市,電能/柴油,小客車,0
201904,臺北市,電能/柴油,小貨車,0
201904,臺北市,電能/柴油,特種車,0
201904,臺北市,電能/柴油,機車重型,0
201904,臺北市,電能/柴油,機車輕型,0
201904,臺北市,總計,大客車,29
201904,臺北市,總計,大貨車,91
201904,臺北市,總計,小客車,4839
201904,臺北市,總計,小貨車,853
201904,臺北市,總計,特種車,32
201904,臺北市,總計,機車重型,4263
201904,臺北市,總計,機車輕型,14
201905,臺北市,汽油,大客車,0
201905,臺北市,汽油,大貨車,0
201905,臺北市,汽油,小客車,5203
201905,臺北市,汽油,小貨車,341
201905,臺北市,汽油,特種車,10
201905,臺北市,汽油,機車重型,3522
201905,臺北市,汽油,機車輕型,1
201905,臺北市,汽油(油電),大客車,0
201905,臺北市,汽油(油電),大貨車,0
201905,臺北市,汽油(油電),小客車,398
201905,臺北市,汽油(油電),小貨車,0
201905,臺北市,汽油(油電),特種車,0
201905,臺北市,汽油(油電),機車重型,0
201905,臺北市,汽油(油電),機車輕型,0
201905,臺北市,汽油/LPG,大客車,0
201905,臺北市,汽油/LPG,大貨車,0
201905,臺北市,汽油/LPG,小客車,0
201905,臺北市,汽油/LPG,小貨車,0
201905,臺北市,汽油/LPG,特種車,0
201905,臺北市,汽油/LPG,機車重型,0
201905,臺北市,汽油/LPG,機車輕型,0
201905,臺北市,汽油/電能,大客車,0
201905,臺北市,汽油/電能,大貨車,0
201905,臺北市,汽油/電能,小客車,81
201905,臺北市,汽油/電能,小貨車,0
201905,臺北市,汽油/電能,特種車,0
201905,臺北市,汽油/電能,機車重型,0
201905,臺北市,汽油/電能,機車輕型,0
201905,臺北市,柴油,大客車,48
201905,臺北市,柴油,大貨車,89
201905,臺北市,柴油,小客車,211
201905,臺北市,柴油,小貨車,289
201905,臺北市,柴油,特種車,12
201905,臺北市,柴油,機車重型,0
201905,臺北市,柴油,機車輕型,0
201905,臺北市,柴油(油電),大客車,0
201905,臺北市,柴油(油電),大貨車,0
201905,臺北市,柴油(油電),小客車,0
201905,臺北市,柴油(油電),小貨車,0
201905,臺北市,柴油(油電),特種車,0
201905,臺北市,柴油(油電),機車重型,0
201905,臺北市,柴油(油電),機車輕型,0
201905,臺北市,柴油/電能,大客車,0
201905,臺北市,柴油/電能,大貨車,0
201905,臺北市,柴油/電能,小客車,0
201905,臺北市,柴油/電能,小貨車,0
201905,臺北市,柴油/電能,特種車,0
201905,臺北市,柴油/電能,機車重型,0
201905,臺北市,柴油/電能,機車輕型,0
201905,臺北市,液化石油氣,大客車,0
201905,臺北市,液化石油氣,大貨車,0
201905,臺北市,液化石油氣,小客車,0
201905,臺北市,液化石油氣,小貨車,0
201905,臺北市,液化石油氣,特種車,0
201905,臺北市,液化石油氣,機車重型,0
201905,臺北市,液化石油氣,機車輕型,0
201905,臺北市,電能,大客車,0
201905,臺北市,電能,大貨車,0
201905,臺北市,電能,小客車,194
201905,臺北市,電能,小貨車,0
201905,臺北市,電能,特種車,0
201905,臺北市,電能,機車重型,649
201905,臺北市,電能,機車輕型,17
201905,臺北市,電能(增程),大客車,0
201905,臺北市,電能(增程),大貨車,0
201905,臺北市,電能(增程),小客車,3
201905,臺北市,電能(增程),小貨車,0
201905,臺北市,電能(增程),特種車,0
201905,臺北市,電能(增程),機車重型,0
201905,臺北市,電能(增程),機車輕型,0
201905,臺北市,電能/汽油,大客車,0
201905,臺北市,電能/汽油,大貨車,0
201905,臺北市,電能/汽油,小客車,12
201905,臺北市,電能/汽油,小貨車,0
201905,臺北市,電能/汽油,特種車,0
201905,臺北市,電能/汽油,機車重型,0
201905,臺北市,電能/汽油,機車輕型,0
201905,臺北市,電能/柴油,大客車,0
201905,臺北市,電能/柴油,大貨車,0
201905,臺北市,電能/柴油,小客車,0
201905,臺北市,電能/柴油,小貨車,0
201905,臺北市,電能/柴油,特種車,0
201905,臺北市,電能/柴油,機車重型,0
201905,臺北市,電能/柴油,機車輕型,0
201905,臺北市,總計,大客車,48
201905,臺北市,總計,大貨車,89
201905,臺北市,總計,小客車,6102
201905,臺北市,總計,小貨車,630
201905,臺北市,總計,特種車,22
201905,臺北市,總計,機車重型,4171
201905,臺北市,總計,機車輕型,18
201906,臺北市,汽油,大客車,0
201906,臺北市,汽油,大貨車,0
201906,臺北市,汽油,小客車,5541
201906,臺北市,汽油,小貨車,345
201906,臺北市,汽油,特種車,53
201906,臺北市,汽油,機車重型,3441
201906,臺北市,汽油,機車輕型,0
201906,臺北市,汽油(油電),大客車,0
201906,臺北市,汽油(油電),大貨車,0
201906,臺北市,汽油(油電),小客車,456
201906,臺北市,汽油(油電),小貨車,0
201906,臺北市,汽油(油電),特種車,0
201906,臺北市,汽油(油電),機車重型,1
201906,臺北市,汽油(油電),機車輕型,0
201906,臺北市,汽油/LPG,大客車,0
201906,臺北市,汽油/LPG,大貨車,0
201906,臺北市,汽油/LPG,小客車,0
201906,臺北市,汽油/LPG,小貨車,0
201906,臺北市,汽油/LPG,特種車,0
201906,臺北市,汽油/LPG,機車重型,0
201906,臺北市,汽油/LPG,機車輕型,0
201906,臺北市,汽油/電能,大客車,0
201906,臺北市,汽油/電能,大貨車,0
201906,臺北市,汽油/電能,小客車,42
201906,臺北市,汽油/電能,小貨車,0
201906,臺北市,汽油/電能,特種車,0
201906,臺北市,汽油/電能,機車重型,0
201906,臺北市,汽油/電能,機車輕型,0
201906,臺北市,柴油,大客車,22
201906,臺北市,柴油,大貨車,97
201906,臺北市,柴油,小客車,179
201906,臺北市,柴油,小貨車,303
201906,臺北市,柴油,特種車,16
201906,臺北市,柴油,機車重型,0
201906,臺北市,柴油,機車輕型,0
201906,臺北市,柴油(油電),大客車,0
201906,臺北市,柴油(油電),大貨車,0
201906,臺北市,柴油(油電),小客車,0
201906,臺北市,柴油(油電),小貨車,0
201906,臺北市,柴油(油電),特種車,0
201906,臺北市,柴油(油電),機車重型,0
201906,臺北市,柴油(油電),機車輕型,0
201906,臺北市,柴油/電能,大客車,0
201906,臺北市,柴油/電能,大貨車,0
201906,臺北市,柴油/電能,小客車,0
201906,臺北市,柴油/電能,小貨車,0
201906,臺北市,柴油/電能,特種車,0
201906,臺北市,柴油/電能,機車重型,0
201906,臺北市,柴油/電能,機車輕型,0
201906,臺北市,液化石油氣,大客車,0
201906,臺北市,液化石油氣,大貨車,0
201906,臺北市,液化石油氣,小客車,0
201906,臺北市,液化石油氣,小貨車,0
201906,臺北市,液化石油氣,特種車,0
201906,臺北市,液化石油氣,機車重型,0
201906,臺北市,液化石油氣,機車輕型,0
201906,臺北市,電能,大客車,0
201906,臺北市,電能,大貨車,0
201906,臺北市,電能,小客車,200
201906,臺北市,電能,小貨車,0
201906,臺北市,電能,特種車,0
201906,臺北市,電能,機車重型,675
201906,臺北市,電能,機車輕型,19
201906,臺北市,電能(增程),大客車,0
201906,臺北市,電能(增程),大貨車,0
201906,臺北市,電能(增程),小客車,0
201906,臺北市,電能(增程),小貨車,0
201906,臺北市,電能(增程),特種車,0
201906,臺北市,電能(增程),機車重型,0
201906,臺北市,電能(增程),機車輕型,0
201906,臺北市,電能/汽油,大客車,0
201906,臺北市,電能/汽油,大貨車,0
201906,臺北市,電能/汽油,小客車,6
201906,臺北市,電能/汽油,小貨車,0
201906,臺北市,電能/汽油,特種車,0
201906,臺北市,電能/汽油,機車重型,0
201906,臺北市,電能/汽油,機車輕型,0
201906,臺北市,電能/柴油,大客車,0
201906,臺北市,電能/柴油,大貨車,0
201906,臺北市,電能/柴油,小客車,0
201906,臺北市,電能/柴油,小貨車,0
201906,臺北市,電能/柴油,特種車,0
201906,臺北市,電能/柴油,機車重型,0
201906,臺北市,電能/柴油,機車輕型,0
201906,臺北市,總計,大客車,22
201906,臺北市,總計,大貨車,97
201906,臺北市,總計,小客車,6424
201906,臺北市,總計,小貨車,648
201906,臺北市,總計,特種車,69
201906,臺北市,總計,機車重型,4117
201906,臺北市,總計,機車輕型,19
201907,臺北市,汽油,大客車,0
201907,臺北市,汽油,大貨車,0
201907,臺北市,汽油,小客車,6164
201907,臺北市,汽油,小貨車,396
201907,臺北市,汽油,特種車,202
201907,臺北市,汽油,機車重型,4586
201907,臺北市,汽油,機車輕型,0
201907,臺北市,汽油(油電),大客車,0
201907,臺北市,汽油(油電),大貨車,0
201907,臺北市,汽油(油電),小客車,507
201907,臺北市,汽油(油電),小貨車,0
201907,臺北市,汽油(油電),特種車,0
201907,臺北市,汽油(油電),機車重型,0
201907,臺北市,汽油(油電),機車輕型,0
201907,臺北市,汽油/LPG,大客車,0
201907,臺北市,汽油/LPG,大貨車,0
201907,臺北市,汽油/LPG,小客車,0
201907,臺北市,汽油/LPG,小貨車,0
201907,臺北市,汽油/LPG,特種車,0
201907,臺北市,汽油/LPG,機車重型,0
201907,臺北市,汽油/LPG,機車輕型,0
201907,臺北市,汽油/電能,大客車,0
201907,臺北市,汽油/電能,大貨車,0
201907,臺北市,汽油/電能,小客車,86
201907,臺北市,汽油/電能,小貨車,0
201907,臺北市,汽油/電能,特種車,0
201907,臺北市,汽油/電能,機車重型,0
201907,臺北市,汽油/電能,機車輕型,0
201907,臺北市,柴油,大客車,20
201907,臺北市,柴油,大貨車,94
201907,臺北市,柴油,小客車,198
201907,臺北市,柴油,小貨車,402
201907,臺北市,柴油,特種車,50
201907,臺北市,柴油,機車重型,0
201907,臺北市,柴油,機車輕型,0
201907,臺北市,柴油(油電),大客車,0
201907,臺北市,柴油(油電),大貨車,0
201907,臺北市,柴油(油電),小客車,0
201907,臺北市,柴油(油電),小貨車,0
201907,臺北市,柴油(油電),特種車,0
201907,臺北市,柴油(油電),機車重型,0
201907,臺北市,柴油(油電),機車輕型,0
201907,臺北市,柴油/電能,大客車,0
201907,臺北市,柴油/電能,大貨車,0
201907,臺北市,柴油/電能,小客車,0
201907,臺北市,柴油/電能,小貨車,0
201907,臺北市,柴油/電能,特種車,0
201907,臺北市,柴油/電能,機車重型,0
201907,臺北市,柴油/電能,機車輕型,0
201907,臺北市,液化石油氣,大客車,0
201907,臺北市,液化石油氣,大貨車,0
201907,臺北市,液化石油氣,小客車,0
201907,臺北市,液化石油氣,小貨車,0
201907,臺北市,液化石油氣,特種車,0
201907,臺北市,液化石油氣,機車重型,0
201907,臺北市,液化石油氣,機車輕型,0
201907,臺北市,電能,大客車,0
201907,臺北市,電能,大貨車,0
201907,臺北市,電能,小客車,25
201907,臺北市,電能,小貨車,0
201907,臺北市,電能,特種車,0
201907,臺北市,電能,機車重型,932
201907,臺北市,電能,機車輕型,338
201907,臺北市,電能(增程),大客車,0
201907,臺北市,電能(增程),大貨車,0
201907,臺北市,電能(增程),小客車,1
201907,臺北市,電能(增程),小貨車,0
201907,臺北市,電能(增程),特種車,0
201907,臺北市,電能(增程),機車重型,0
201907,臺北市,電能(增程),機車輕型,0
201907,臺北市,電能/汽油,大客車,0
201907,臺北市,電能/汽油,大貨車,0
201907,臺北市,電能/汽油,小客車,12
201907,臺北市,電能/汽油,小貨車,0
201907,臺北市,電能/汽油,特種車,0
201907,臺北市,電能/汽油,機車重型,0
201907,臺北市,電能/汽油,機車輕型,0
201907,臺北市,電能/柴油,大客車,0
201907,臺北市,電能/柴油,大貨車,0
201907,臺北市,電能/柴油,小客車,0
201907,臺北市,電能/柴油,小貨車,0
201907,臺北市,電能/柴油,特種車,0
201907,臺北市,電能/柴油,機車重型,0
201907,臺北市,電能/柴油,機車輕型,0
201907,臺北市,總計,大客車,20
201907,臺北市,總計,大貨車,94
201907,臺北市,總計,小客車,6993
201907,臺北市,總計,小貨車,798
201907,臺北市,總計,特種車,252
201907,臺北市,總計,機車重型,5518
201907,臺北市,總計,機車輕型,338
201908,臺北市,汽油,大客車,0
201908,臺北市,汽油,大貨車,0
201908,臺北市,汽油,小客車,3037
201908,臺北市,汽油,小貨車,185
201908,臺北市,汽油,特種車,30
201908,臺北市,汽油,機車重型,3548
201908,臺北市,汽油,機車輕型,0
201908,臺北市,汽油(油電),大客車,0
201908,臺北市,汽油(油電),大貨車,0
201908,臺北市,汽油(油電),小客車,220
201908,臺北市,汽油(油電),小貨車,0
201908,臺北市,汽油(油電),特種車,0
201908,臺北市,汽油(油電),機車重型,0
201908,臺北市,汽油(油電),機車輕型,0
201908,臺北市,汽油/LPG,大客車,0
201908,臺北市,汽油/LPG,大貨車,0
201908,臺北市,汽油/LPG,小客車,0
201908,臺北市,汽油/LPG,小貨車,0
201908,臺北市,汽油/LPG,特種車,0
201908,臺北市,汽油/LPG,機車重型,0
201908,臺北市,汽油/LPG,機車輕型,0
201908,臺北市,汽油/電能,大客車,0
201908,臺北市,汽油/電能,大貨車,0
201908,臺北市,汽油/電能,小客車,44
201908,臺北市,汽油/電能,小貨車,0
201908,臺北市,汽油/電能,特種車,1
201908,臺北市,汽油/電能,機車重型,0
201908,臺北市,汽油/電能,機車輕型,0
201908,臺北市,柴油,大客車,31
201908,臺北市,柴油,大貨車,54
201908,臺北市,柴油,小客車,115
201908,臺北市,柴油,小貨車,281
201908,臺北市,柴油,特種車,16
201908,臺北市,柴油,機車重型,0
201908,臺北市,柴油,機車輕型,0
201908,臺北市,柴油(油電),大客車,0
201908,臺北市,柴油(油電),大貨車,0
201908,臺北市,柴油(油電),小客車,0
